timedelta_ms,Xacc,Yacc,Zacc
44641,4.769250,-7.086837,0.833182
44661,6.359000,-5.516241,0.316035
44681,10.783484,0.890643,1.015141
44701,11.195287,0.574608,1.886631
44721,7.489063,-4.491522,1.005565
44741,5.612009,-7.316680,0.172383
44761,5.449203,-7.029376,0.067038
44781,6.732495,-4.730943,2.288857
44801,8.331821,-2.949656,3.198653
44821,8.274361,-3.380613,1.216254
44841,7.738060,-4.376601,-0.488417
44861,7.910442,-4.357447,-0.076614
44881,8.015787,-3.715801,1.110910
44901,7.374141,-4.606444,1.177947
44921,7.077260,-5.449203,1.723825
44941,6.866570,-5.774815,1.714248
44961,7.173028,-5.592855,1.944092
44981,7.479486,-5.219360,1.991976
45001,8.159439,-4.405331,1.867477
45021,8.743625,-4.299986,1.024718
45041,9.193734,-4.070143,0.651223
45061,8.801085,-4.520253,0.478840
45081,8.504205,-5.324705,0.392649
45101,8.532935,-5.698200,0.737414
45121,8.580819,-5.133168,0.612916
45141,7.584831,-5.698200,0.220267
45161,7.508216,-6.454768,1.781286
45181,7.029376,-6.675035,3.026271
45203,6.866570,-6.454768,2.978387
45223,7.115568,-6.617573,1.015141
45243,8.140285,-7.680599,3.418920
45263,9.481039,-6.617573,3.342306
45283,8.283937,-5.487510,3.562572
45303,8.446744,-3.485958,3.495534
45323,9.117120,-2.145205,1.790863
45343,10.362105,-2.528277,0.517148
45363,11.243171,-2.308010,-1.130063
45383,12.143391,-3.102885,0.047884
45403,11.779472,-3.782839,0.957681
45423,9.883265,-4.309563,2.442086
45443,8.896853,-4.845864,2.853889
45463,7.182605,-4.261679,4.367024
45483,6.397307,-4.156334,3.859453
45503,6.627151,-3.878607,2.786851
45523,-4.644751,3.055001,0.124498
45543,6.301539,-3.572149,3.131616
45563,5.899313,-3.926491,3.141193
45583,6.483498,-3.284845,3.581726
45603,6.780379,-2.633622,2.949656
45623,6.914454,-2.308010,2.231396
45643,6.397307,-2.566584,2.126051
45663,5.975927,-3.179500,2.317587
45683,5.966351,-3.773262,2.489970
45703,5.698200,-4.711789,2.049437
45723,8.609550,-4.750096,6.876147
45743,8.791509,-4.510676,8.858546
45763,5.621585,-5.765238,11.195287
45783,5.755661,-5.612009,8.973468
45803,6.196194,-5.468357,7.230489
45823,5.841852,-5.918467,7.450756
45843,5.602432,-5.803545,6.540959
45863,7.718906,-6.330269,4.520253
45883,12.785037,-6.933608,3.064578
45903,16.136919,1.685518,3.303998
45923,12.545617,1.168370,2.451663
45943,7.431602,-4.759673,1.446098
45963,3.600879,-8.130709,2.470816
45983,9.567230,-1.465251,1.359907
46003,5.803545,-4.539406,0.718261
46023,8.341399,-3.055001,0.067038
46043,8.532935,-2.844312,0.584185
46063,8.149862,-5.171476,1.666364
46083,7.517793,-5.803545,1.704672
46103,7.115568,-5.075707,1.752556
46123,8.063671,-3.438074,1.158794
46143,8.571242,-3.399766,0.995988
46163,7.718906,-4.568137,1.359907
46183,7.479486,-4.912902,1.867477
46203,6.991069,-4.539406,2.221819
46223,7.345411,-4.376601,2.815581
46243,7.891289,-4.252102,2.566584
46263,7.872135,-4.520253,2.451663
46283,6.962338,-5.161899,2.240973
46303,6.895301,-5.094861,1.857901
46323,7.249643,-4.999093,1.953669
46343,7.508216,-4.855441,1.953669
46363,8.034941,-4.414908,1.589750
46383,8.236053,-3.878607,0.881066
46403,8.676587,-3.313575,0.335188
46423,8.954314,-2.892196,-0.363919
46443,9.050082,-3.064578,-0.842759
46463,8.935161,-3.706224,-0.363919
46483,8.944737,-4.434062,0.766145
46503,8.925584,-5.621585,1.120486
46523,8.552089,-6.081272,1.149217
46543,7.881712,-6.205771,1.264138
46563,7.441179,-6.359000,1.264138
46583,7.345411,-6.560112,1.695095
46603,7.287950,-6.406884,2.796427
46623,7.431602,-6.780379,2.001553
46643,8.973468,-8.647857,2.183512
46663,9.040505,-7.144298,3.418920
46690,9.222465,-5.631162,4.012682
46710,9.481039,-4.376601,4.328717
46730,9.404425,-3.074155,3.112462
46750,7.891289,-3.466804,1.503559
46770,7.316680,-3.687071,0.201113
46790,8.829816,-4.855441,0.430956
46810,10.764331,-5.142745,1.589750
46830,11.003751,-5.717354,1.273715
46850,9.241618,-4.223372,1.781286
46870,8.293514,-4.587290,0.603339
46890,8.130709,-4.855441,1.924938
46910,6.320693,-3.974375,3.572149
46930,5.755661,-5.468357,2.384625
46950,5.583278,-5.305551,2.844312
46970,6.138733,-5.295974,2.863465
46990,7.105990,-5.420473,2.355895
47010,7.546524,-5.631162,1.972822
47030,7.699753,-5.755661,2.030283
47050,7.766790,-5.056554,1.848324
47070,8.398860,-4.472369,1.637634
47090,8.542512,-4.271256,1.867477
47110,8.858546,-3.763685,2.442086
47130,8.226477,-4.003105,3.284845
47150,7.479486,-4.836287,3.936068
47170,7.249643,-4.979939,3.878607
47190,7.144298,-4.663905,3.849876
47210,7.785944,-4.070143,2.892196
47230,7.642292,-4.137180,3.102885
47250,7.153875,-3.773262,5.123591
47270,5.602432,-6.090849,3.246537
47290,5.525817,-7.690176,3.869030
47310,5.018247,-7.958326,4.711789
47330,4.711789,-7.536947,4.845864
47350,8.322245,-6.971915,7.316680
47370,5.813122,-8.274361,3.169923
47390,11.482592,-8.513782,2.920926
47410,16.826450,2.087744,3.821146
47430,15.246277,0.833182,4.596867
47450,10.151415,-5.353435,1.934515
47470,7.565677,-5.363012,0.976834
47490,6.157887,-4.635174,0.191536
47510,6.320693,-3.332729,-0.028730
47530,7.000646,-4.395754,-0.086191
47550,5.181053,-6.234501,0.900220
47570,6.780379,-7.805098,1.714248
47590,4.299986,-8.446744,1.982399
47610,5.037400,-5.985504,1.704672
47630,9.011775,-3.083732,2.566584
47650,11.377247,-1.666364,2.911349
47670,8.331821,-3.466804,1.503559
47690,7.996634,-3.993528,0.047884
47710,8.283937,-3.380613,0.191536
47730,8.724471,-3.878607,0.967257
47750,8.896853,-4.127604,1.388637
47770,8.188169,-4.730943,1.043872
47790,7.201759,-4.922479,1.417367
47810,7.019799,-4.836287,1.283292
47830,7.402872,-4.769250,1.580173
47850,7.891289,-4.654328,1.819593
47870,8.025364,-4.587290,1.647211
47890,8.149862,-4.778827,1.244985
47910,8.485051,-4.338294,0.679953
47930,8.676587,-4.204218,0.210690
47950,8.791509,-3.993528,0.047884
47970,8.877700,-3.849876,0.172383
47990,9.088389,-4.022259,0.679953
48010,8.350976,-5.248090,1.063026
48030,7.153875,-6.033388,1.168370
48050,6.588843,-6.426037,1.149217
48070,8.025364,-6.780379,1.637634
48090,9.490616,-7.738060,2.049437
48110,9.710882,-7.354988,3.888184
48130,8.293514,-6.636727,3.849876
48150,7.067683,-6.339846,4.031836
48170,6.789956,-5.430049,3.620033
48201,8.475474,-3.246537,1.714248
48221,10.247183,-3.303998,0.746991
48241,12.469003,-4.692636,-0.833182
48261,14.173674,-3.993528,-0.248997
48281,13.139379,-4.730943,0.699107
48301,9.117120,-6.205771,1.158794
48321,6.713342,-6.138733,2.700660
48341,5.592855,-6.014235,2.758120
48361,4.338294,-6.234501,3.361459
48381,5.822699,-6.023811,2.968810
48401,7.613562,-4.769250,3.457227
48421,7.766790,-4.347870,3.763685
48441,7.536947,-3.629610,3.677494
48461,7.029376,-3.945644,2.834735
48481,7.173028,-4.118027,2.250550
48501,7.249643,-4.137180,1.647211
48521,6.722919,-4.098873,1.819593
48541,6.550536,-3.447650,2.959233
48561,6.761226,-2.987964,3.677494
48581,6.876147,-3.313575,3.466804
48601,7.153875,-3.562572,3.533842
48621,6.924031,-4.204218,4.817134
48641,6.799533,-4.826711,4.108450
48661,7.038953,-5.468357,3.198653
48681,6.780379,-5.372589,3.648763
48701,6.627151,-5.439626,5.008670
48721,6.971915,-6.148310,6.071695
48741,6.311116,-6.100426,6.732495
48761,4.098873,-7.287950,6.177041
48781,4.376601,-7.134721,5.238513
48801,7.374141,-9.289502,4.328717
48821,14.250289,-8.226477,2.940080
48841,14.537593,3.409343,3.533842
48861,12.986150,-0.794875,5.803545
48881,6.560112,-6.157887,1.283292
48901,3.993528,-8.695741,-0.976834
48921,4.108450,-6.464345,-0.517148
48941,6.703765,-4.031836,-0.775721
48961,9.768343,-0.344765,1.484405
48981,9.059659,-2.758120,2.231396
49001,7.690176,-6.464345,2.518700
49021,5.171476,-11.338940,-0.785298
49041,4.395754,-9.145850,0.804452
49061,8.130709,-3.390190,2.030283
49081,9.088389,-2.375048,3.380613
49101,8.628703,-4.347870,3.208230
49121,7.527370,-4.481946,2.106898
49141,8.025364,-3.945644,0.842759
49161,8.130709,-3.543418,1.235408
49181,0.354342,-3.418920,1.580173
49201,6.531382,-4.730943,2.422932
49221,7.326257,-4.635174,2.288857
49241,7.374141,-5.152322,1.867477
49261,7.441179,-5.363012,1.474828
49281,7.402872,-4.673482,1.273715
49301,8.303091,-4.223372,0.852336
49321,9.030929,-4.213795,0.517148
49341,8.954314,-4.587290,0.517148
49361,8.667010,-4.558560,0.995988
49381,8.753201,-4.692636,1.225831
49401,8.734048,-5.363012,1.302446
49421,8.504205,-6.215348,1.599327
49441,7.240066,-6.991069,2.221819
49461,6.157887,-6.023811,2.786851
49481,7.508216,-5.928043,2.949656
49501,8.820239,-7.584831,2.269703
49521,9.346964,-7.010222,3.342306
49541,8.341399,-6.675035,3.256114
49561,7.259220,-5.458780,3.916914
49581,7.920019,-3.141193,3.916914
49601,8.331821,-2.767697,2.116474
49621,10.496181,-3.773262,0.574608
49641,12.382812,-3.658340,-0.497994
49661,12.267890,-3.888184,-0.105345
49681,10.400413,-4.979939,-0.009577
49701,8.341399,-5.707777,1.493982
49721,6.550536,-5.698200,3.131616
49741,5.841852,-5.267244,4.711789
49761,5.315128,-5.650316,6.071695
49781,5.592855,-5.487510,4.424485
49801,7.058106,-4.730943,2.068590
49821,19.603724,-8.169016,4.137180
49841,7.632715,-2.987964,2.557007
49861,7.498640,-3.332729,2.403779
49881,6.665458,-3.801992,1.369483
49901,7.441179,-3.773262,1.063026
49921,6.818686,-3.907337,2.298434
49941,6.205771,-4.405331,3.734955
49961,6.445191,-4.529830,4.137180
49981,6.378153,-4.501099,3.217807
50001,5.995081,-4.797980,1.110910
50021,7.077260,-4.797980,3.916914
50041,6.397307,-5.353435,9.270349
50061,5.793968,-6.234501,6.177041
50081,6.483498,-7.058106,4.979939
50101,6.435614,-7.450756,4.434062
50121,6.665458,-6.445191,6.138733
50141,5.171476,-8.446744,6.282385
50161,8.963891,-12.191275,3.045424
50181,12.947843,-6.885724,2.260126
50201,13.982138,3.102885,2.461239
50221,12.018892,1.857901,2.729390
50241,7.833828,-6.052542,1.168370
50261,5.219360,-7.077260,2.595315
50281,5.688623,-4.979939,1.101333
50301,8.772355,-2.011129,0.497994
50321,11.109096,0.296881,-1.369483
50341,6.933608,-3.639187,2.327164
50361,5.506664,-7.594408,1.503559
50381,5.171476,-7.718906,-0.067038
50401,6.177041,-5.679047,1.465251
50421,8.236053,-3.313575,3.620033
50441,8.188169,-3.648763,3.169923
50461,7.843405,-4.635174,1.043872
50481,8.159439,-4.261679,0.296881
50501,8.025364,-3.390190,0.995988
50526,8.130709,-3.371036,1.455675
50546,7.900866,-3.983952,1.005565
50566,7.718906,-4.242526,0.756568
50586,7.565677,-4.529830,1.264138
50606,7.307104,-4.625597,1.580173
50626,7.297527,-4.376601,1.369483
50646,7.565677,-4.309563,0.919373
50666,8.111555,-4.252102,0.938527
50686,8.638280,-4.548983,0.919373
50706,8.887277,-4.529830,0.881066
50726,8.868123,-4.836287,0.584185
50746,8.820239,-5.114015,0.287304
50766,8.896853,-5.382165,0.641646
50786,8.389283,-6.148310,0.718261
50806,7.469909,-6.023811,1.800440
50826,7.067683,-6.780379,2.710236
50846,7.077260,-7.249643,3.102885
50866,6.722919,-8.226477,2.633622
50886,7.977480,-8.868123,3.505111
50906,8.446744,-7.153875,4.635174
50926,8.906430,-5.046977,4.520253
50946,8.379706,-2.671929,2.595315
50966,8.877700,-1.857901,0.708684
50986,11.195287,-3.083732,-0.028730
51006,12.631808,-3.438074,-0.440533
51026,12.536040,-3.974375,0.699107
51046,9.979033,-4.079720,1.072602
51066,7.987057,-4.434062,1.541866
51086,7.757214,-4.357447,3.725378
51106,6.991069,-4.970363,5.602432
51126,5.908890,-5.018247,5.123591
51146,6.799533,-3.476381,3.208230
51166,7.249643,-4.022259,1.857901
51186,6.636727,-3.466804,1.426944
51206,5.985504,-3.217807,2.394202
51228,7.182605,-2.806004,2.384625
51248,7.125144,-2.796427,2.240973
51268,6.761226,-2.911349,1.570596
51288,6.378153,-2.786851,1.695095
51308,6.253655,-3.457227,2.164358
51328,6.157887,-4.501099,2.336741
51348,7.086837,-5.085284,3.524265
51368,7.019799,-6.062119,6.540959
51388,10.879252,-2.806004,15.169662
51408,7.201759,-6.933608,8.465898
51428,6.406884,-7.019799,5.305551
51448,7.536947,-7.211336,4.079720
51468,7.699753,-6.148310,6.042965
51488,6.426037,-6.732495,7.287950
51508,6.272809,-8.935161,6.330269
51528,10.007763,-9.548077,4.328717
51548,10.122684,-4.022259,1.244985
51568,11.712435,1.465251,2.135628
51588,9.174581,0.258574,1.972822
51608,5.621585,-6.167464,1.043872
51628,5.200206,-5.793968,0.258574
51648,11.329363,-1.905785,-0.095768
51668,11.530476,-0.986411,2.920926
51688,8.686164,-3.284845,2.806004
51708,6.464345,-5.908890,1.359907
51728,4.453215,-7.010222,-0.478840
51748,6.263232,-5.612009,0.804452
51768,7.623138,-3.284845,2.432509
51788,7.852982,-3.294421,2.011129
51808,6.933608,-4.596867,0.967257
51828,6.962338,-4.606444,0.210690
51848,7.623138,-3.955221,0.268151
51868,8.523358,-3.648763,0.718261
51888,8.264784,-4.108450,0.928950
51908,7.680599,-4.625597,1.072602
51928,7.469909,-4.721366,1.149217
51948,7.661446,-4.711789,0.890643
51968,8.121132,-4.501099,1.005565
51988,8.389283,-4.462792,1.005565
52008,8.532935,-4.644751,0.699107
52032,9.174581,-5.401319,0.105345
52052,9.241618,-5.956774,0.708684
52072,8.398860,-6.138733,1.015141
52092,7.920019,-6.129156,1.685518
52112,7.536947,-6.052542,2.106898
52132,7.096414,-5.583278,2.298434
52152,6.914454,-6.119579,1.484405
52172,7.527370,-8.034941,2.365471
52192,9.998186,-7.489063,3.485958
52212,9.155427,-6.263232,3.466804
52232,7.958326,-4.673482,3.581726
52252,8.245630,-2.422932,2.116474
52272,9.873688,-2.240973,0.028730
52292,12.823344,-2.001553,-0.239420
52312,13.148955,-2.059013,0.268151
52332,11.434708,-4.003105,0.938527
52352,9.030929,-5.650316,1.819593
52372,7.632715,-8.446744,0.814029
52392,7.364564,-4.979939,6.110003
52412,6.081272,-5.066131,5.640739
52432,6.550536,-3.859453,4.587290
52452,6.110003,-3.275268,1.991976
52472,7.891289,-3.773262,0.210690
52492,6.090849,-3.150769,1.436521
52512,5.698200,-3.246537,1.972822
52532,6.148310,-3.083732,2.288857
52552,5.813122,-3.476381,2.154782
52572,5.506664,-3.399766,2.729390
52592,5.525817,-3.600879,3.466804
52612,5.688623,-4.012682,3.342306
52632,6.540959,-4.041412,2.748544
52652,8.494628,-4.367024,3.246537
52672,8.101978,-5.219360,6.809110
52692,7.575254,-6.014235,9.069236
52723,6.636727,-7.048530,5.477933
52743,6.713342,-8.140285,4.893748
52763,6.339846,-7.508216,7.383718
52783,6.205771,-7.603985,5.209783
52803,11.195287,-9.806650,3.782839
52823,11.501745,-4.817134,1.762132
52843,12.076353,0.392649,3.409343
52863,10.160992,-0.028730,2.738967
52883,4.989516,-6.550536,0.708684
52903,4.031836,-6.004658,0.881066
52923,4.654328,-4.778827,-0.038307
52943,9.481039,-2.700660,-0.632069
52963,9.299079,-1.398214,0.296881
52983,8.437167,-4.060566,0.995988
53003,7.268796,-6.426037,1.513135
53023,4.692636,-6.272809,2.710236
53043,5.516241,-5.947197,3.083732
53063,6.483498,-4.280833,3.016694
53083,7.048530,-4.185065,1.685518
53103,6.904878,-4.328717,1.015141
53123,7.728483,-4.261679,0.699107
53143,8.236053,-4.003105,0.986411
53163,7.948750,-4.347870,1.254562
53183,7.575254,-4.903325,1.474828
53203,7.297527,-4.979939,1.618480
53223,7.479486,-4.817134,1.685518
53243,8.025364,-4.491522,1.580173
53263,8.456321,-4.376601,1.005565
53283,8.513782,-4.386178,0.210690
53303,8.628703,-4.769250,0.124498
53323,8.992621,-5.458780,0.814029
53343,8.848969,-6.042965,1.312023
53363,7.661446,-6.540959,1.292869
53383,7.297527,-6.828263,1.800440
53403,7.048530,-5.889736,2.652776
53423,8.015787,-5.104438,2.940080
53443,9.337387,-5.477933,1.905785
53463,8.590396,-7.757214,1.781286
53483,9.050082,-6.722919,4.223372
53503,7.536947,-6.943185,4.941632
53532,7.029376,-4.232949,3.323152
53552,7.364564,-2.585738,1.436521
53572,9.835381,-3.284845,-0.067038
53592,13.350069,-3.265691,-0.076614
53612,15.801731,-3.351882,1.149217
53632,9.979033,-4.826711,0.622492
53652,6.991069,-6.004658,1.972822
53672,6.732495,-6.263232,3.351882
53692,6.090849,-5.726931,5.008670
53712,6.291962,-4.759673,5.535394
53732,7.450756,-3.294421,4.932055
53752,7.240066,-3.610456,1.915361
53772,7.556100,-2.710236,1.091756
53792,6.368577,-2.825158,0.641646
53812,6.914454,-3.323152,1.446098
53832,6.684611,-3.102885,1.810017
53852,5.966351,-3.179500,1.312023
53872,5.018247,-3.351882,1.283292
53892,5.755661,-3.916914,2.059013
53912,6.531382,-5.094861,3.026271
53932,7.718906,-5.602432,5.506664
53952,7.785944,-5.219360,9.749189
53972,8.360553,-4.788404,11.061212
53992,7.115568,-6.579266,5.554548
54012,6.387730,-7.469909,4.223372
54032,4.654328,-8.667010,6.119579
54052,4.070143,-8.283937,4.903325
54072,7.939173,-10.907983,2.911349
54092,13.915100,-9.806650,4.271256
54112,16.041151,1.991976,5.870583
54132,-1.570596,2.059013,-1.522712
54152,2.834735,-5.544971,0.143652
54172,5.928043,-6.196194,-0.105345
54192,6.991069,-4.778827,-0.545878
54212,12.957419,1.934515,2.557007
54240,7.651869,-2.624045,2.729390
54260,7.249643,-3.878607,3.026271
54280,5.592855,-7.182605,1.503559
54300,6.282385,-5.516241,0.948104
54320,6.847417,-4.625597,0.632069
54340,7.431602,-3.811569,2.126051
54360,7.230489,-3.418920,2.911349
54380,7.479486,-4.290410,0.134075
54400,8.331821,-3.744531,0.363919
54420,8.523358,-3.351882,1.063026
54440,8.063671,-3.840300,1.733402
54460,7.862558,-4.012682,1.340753
54480,7.125144,-4.836287,1.110910
54500,6.799533,-5.209783,1.426944
54520,7.287950,-4.979939,1.810017
54540,8.006210,-4.644751,1.541866
54560,8.609550,-4.070143,0.670376
54580,8.896853,-3.974375,0.124498
54600,9.021352,-4.663905,-0.067038
54620,9.126697,-5.152322,0.402226
54640,9.165004,-5.190629,1.072602
54660,8.082825,-5.650316,1.264138
54680,7.441179,-6.023811,2.442086
54700,7.086837,-6.330269,2.901772
54720,7.220912,-7.105990,1.599327
54740,8.216900,-9.212888,2.853889
54760,10.132261,-7.565677,4.434062
54780,9.097966,-7.690176,3.610456
54800,8.293514,-4.826711,4.778827
54820,7.575254,-3.581726,3.629610
54840,8.245630,-3.275268,1.426944
54860,9.078813,-4.185065,-0.919373
54880,10.831368,-4.654328,-1.436521
54900,11.836933,-3.993528,-0.038307
54920,9.423578,-5.535394,1.503559
54940,7.307104,-6.789956,3.160346
54960,6.493075,-6.655881,3.399766
54980,6.722919,-5.975927,3.208230
55000,6.713342,-5.133168,2.748544
55020,6.856994,-4.261679,2.317587
55040,6.742072,-3.773262,2.442086
55060,7.307104,-3.495534,2.279280
55080,-2.039860,-2.422932,4.357447
55100,8.178593,-2.920926,2.786851
55120,8.121132,-3.361459,1.742979
55140,7.393295,-3.227384,1.197101
55160,6.809110,-2.796427,1.177947
55180,6.454768,-2.777274,2.183512
55200,6.550536,-3.792415,2.566584
55220,6.876147,-3.763685,2.652776
55240,7.651869,-4.089296,3.629610
55260,8.236053,-5.774815,6.378153
55280,7.661446,-7.335834,6.320693
55300,12.583924,-7.967903,7.508216
55320,5.267244,-8.312668,5.018247
55340,5.583278,-8.159439,6.071695
55360,0.976834,-10.879252,3.897760
55380,10.438720,-11.310209,4.750096
55400,13.340492,-5.995081,3.687071
55420,11.128249,1.331176,3.533842
55440,10.304645,-0.009577,3.351882
55460,7.671022,-3.897760,1.331176
55480,6.138733,-5.497087,3.361459
55500,6.416461,-5.267244,-1.369483
55520,7.556100,-2.442086,0.469264
55540,8.398860,-2.346318,1.963245
55560,8.044518,-4.050989,3.639187
55580,5.592855,-8.657434,2.863465
55600,4.606444,-8.245630,0.823605
55620,6.177041,-5.267244,0.287304
55640,9.279925,-1.848324,1.800440
55660,9.088389,-3.007117,1.388637
55680,7.278373,-5.171476,0.909797
55700,7.450756,-4.778827,1.139640
55720,7.441179,-4.012682,1.561020
55740,7.307104,-4.098873,1.532289
55760,7.699753,-4.405331,1.149217
55780,7.967903,-4.501099,0.919373
55800,8.082825,-4.405331,1.034295
55820,7.910442,-4.252102,1.101333
55840,7.891289,-4.156334,0.986411
55860,8.140285,-3.907337,0.881066
55880,8.465898,-3.926491,0.392649
55900,8.724471,-3.955221,0.019154
55920,9.059659,-4.003105,-0.153229
55940,9.318233,-4.443638,-0.277727
55960,9.423578,-4.874595,0.191536
55980,8.772355,-5.621585,0.842759
56000,7.814674,-5.401319,1.455675
56020,7.316680,-5.382165,1.771709
56040,7.977480,-5.707777,1.771709
56060,8.303091,-6.454768,1.637634
56080,8.274361,-8.638280,1.628057
56100,9.203311,-7.105990,3.141193
56120,8.073248,-6.847417,2.202666
56140,7.479486,-4.118027,3.313575
56160,9.519346,-2.221819,3.811569
56180,9.701305,-1.886631,0.833182
56200,10.362105,-3.227384,-1.216254
56220,11.396400,-3.457227,-1.340753
56240,11.578360,-3.591303,0.383072
56260,10.553641,-4.941632,1.867477
56280,8.858546,-4.932055,3.830723
56300,7.824251,-5.200206,3.409343
56320,7.412448,-5.114015,3.821146
56340,7.623138,-4.481946,3.888184
56360,7.201759,-4.031836,3.371036
56380,7.038953,-4.194642,2.671929
56400,7.240066,-4.683059,1.139640
56420,7.259220,-4.185065,0.545878
56440,7.383718,-3.294421,0.967257
56460,7.805098,-2.691083,0.957681
56480,7.010222,-3.533842,1.752556
56500,7.058106,-4.118027,2.624045
56520,6.789956,-4.261679,3.380613
56540,6.406884,-4.577713,4.213795
56560,5.746084,-6.071695,4.893748
56580,6.042965,-6.598420,5.085284
56600,6.330269,-6.387730,5.161899
56620,7.479486,-5.640739,6.081272
56640,6.818686,-5.621585,4.683059
56660,7.805098,-5.008670,4.711789
56680,6.483498,-5.985504,5.133168
56700,5.152322,-6.416461,3.380613
56720,7.862558,-7.173028,2.068590
56740,13.532028,-6.349423,1.398214
56760,13.120225,0.612916,3.639187
56780,9.308656,-2.212242,3.773262
56800,7.987057,-5.181053,1.206678
56820,7.402872,-4.999093,1.417367
56840,7.709330,-3.840300,2.518700
56860,6.311116,-5.257667,1.714248
56880,6.129156,-6.244078,1.503559
56900,5.851429,-6.818686,1.369483
56920,6.722919,-5.985504,0.727837
56940,8.025364,-5.161899,0.632069
56960,8.034941,-4.865018,1.359907
56980,8.207323,-4.654328,2.624045
57000,7.939173,-5.123591,3.303998
57020,7.412448,-5.439626,2.652776
57040,7.029376,-4.635174,2.212242
57060,7.326257,-4.999093,0.986411
57080,7.096414,-5.363012,0.383072
57100,7.565677,-5.583278,0.603339
57120,7.929596,-5.401319,0.028730
57140,9.203311,-4.759673,0.718261
57160,9.931149,-4.261679,1.388637
57180,9.270349,-4.280833,1.139640
57200,8.523358,-4.711789,0.603339
57220,7.920019,-5.104438,0.976834
57250,7.920019,-4.606444,1.158794
57270,8.283937,-4.960786,0.651223
57290,8.619126,-4.989516,0.373495
57310,9.011775,-4.759673,0.766145
57330,8.906430,-4.501099,1.197101
57350,8.216900,-4.970363,1.580173
57370,7.556100,-5.669470,1.532289
57390,7.613562,-5.784391,1.484405
57410,8.073248,-5.640739,1.168370
57430,8.140285,-5.669470,1.177947
57450,7.584831,-5.832275,1.800440
57470,7.038953,-5.707777,3.007117
57490,6.464345,-6.694188,3.007117
57510,8.015787,-6.885724,4.319140
57530,6.617573,-6.550536,4.635174
57550,6.119579,-6.253655,4.683059
57570,6.483498,-5.899313,3.438074
57590,7.948750,-5.477933,1.072602
57610,11.022904,-5.947197,-0.718261
57630,13.369223,-5.190629,0.134075
57650,13.244724,-5.238513,-0.038307
57670,11.128249,-5.439626,-1.302446
57690,8.159439,-5.037400,-0.536301
57710,7.278373,-4.960786,0.756568
57730,7.699753,-4.031836,2.681506
57750,6.952762,-4.865018,3.936068
57770,6.914454,-6.263232,3.648763
57790,7.431602,-5.190629,3.131616
57810,9.011775,-3.773262,2.863465
57830,4.089296,-5.956774,0.881066
57850,7.852982,-4.663905,1.628057
57870,7.508216,-5.315128,1.742979
57890,8.121132,-4.290410,1.723825
57910,7.489063,-3.744531,1.944092
57930,7.048530,-3.763685,2.403779
57950,6.847417,-4.213795,3.332729
57970,6.560112,-4.194642,3.744531
57990,6.473921,-3.801992,3.725378
58010,7.623138,-0.948104,3.438074
58039,6.933608,-2.901772,1.522712
58059,7.718906,-3.150769,1.312023
58079,8.264784,-3.955221,3.323152
58099,7.987057,-4.271256,4.884171
58119,7.393295,-5.688623,4.807557
58139,-15.160085,-3.256114,6.885724
58159,6.291962,-8.456321,6.579266
58179,5.669470,-8.877700,7.881712
58199,6.291962,-8.092402,6.426037
58219,6.818686,-6.406884,5.640739
58239,6.924031,-5.363012,4.070143
58259,9.232041,-6.167464,2.078167
58279,10.840945,-3.878607,0.881066
58299,10.582372,-0.881066,2.317587
58319,10.745177,-1.695095,5.841852
58339,6.378153,-8.283937,4.539406
58359,3.313575,-9.212888,1.398214
58379,3.888184,-5.803545,2.375048
58399,7.517793,-2.738967,2.738967
58419,10.295067,-0.181959,2.365471
58439,9.605537,-3.169923,2.097321
58459,7.536947,-5.679047,0.565032
58479,4.405331,-8.092402,-1.436521
58499,6.014235,-6.636727,-0.373495
58519,7.891289,-3.687071,2.250550
58539,8.848969,-2.537854,3.208230
58559,8.264784,-3.955221,2.231396
58579,7.881712,-4.357447,1.149217
58599,7.929596,-4.434062,0.277727
58619,7.661446,-4.491522,0.833182
58639,7.785944,-4.031836,1.532289
58659,7.881712,-4.644751,1.484405
58679,8.063671,-4.702212,1.149217
58699,7.680599,-4.635174,1.015141
58719,7.460332,-4.290410,1.101333
58739,7.642292,-4.156334,1.197101
58761,8.274361,-3.926491,0.995988
58781,8.935161,-4.031836,0.430956
58801,8.801085,-4.376601,0.124498
58821,8.638280,-4.951209,-0.057461
58841,8.437167,-5.468357,0.373495
58861,8.264784,-5.956774,0.823605
58881,8.283937,-5.899313,1.273715
58901,7.996634,-5.650316,1.484405
58921,7.939173,-5.717354,1.963245
58941,7.977480,-5.928043,2.576161
58961,7.575254,-6.703765,2.097321
58981,8.446744,-8.169016,3.438074
59001,8.197746,-7.153875,3.974375
59021,6.655881,-5.228937,4.252102
59041,6.387730,-4.520253,4.012682
59061,7.575254,-3.217807,1.838747
59081,9.768343,-3.150769,0.957681
59101,12.545617,-2.738967,1.130063
59121,13.924677,-2.078167,0.737414
59141,12.957419,-4.242526,1.063026
59161,10.735600,-4.941632,0.660800
59181,8.465898,-5.085284,2.547431
59201,6.818686,-5.248090,2.901772
59221,4.922479,-5.583278,4.826711
59241,5.200206,-4.999093,4.357447
59261,6.023811,-2.786851,3.955221
59281,7.441179,-3.275268,-6.569689
59301,4.979939,-2.892196,2.777274
59321,6.244078,-2.796427,1.618480
59341,6.339846,-2.700660,0.948104
59361,5.832275,-3.303998,0.852336
